Date,Water Level (m),Temperature (°C),Rainfall (mm),pH Level,Dissolved Oxygen (mg/L)
2024-01-01,2.53921846194799,4.73665865835034,27.08464497421148,8.24312154990789,10.65513441041516
2024-01-02,2.64055488015928,6.93242499185462,75.69793019794227,7.54285579067456,11.14205354404414
2024-01-03,2.58273834669365,0.34126776672927,42.8622793628258,8.1036490389959,9.68678988845744
2024-01-04,2.61536014974516,0.56454163696761,50.07530440333525,7.892218266768804,9.4243008575497
2024-01-05,2.64557434245147,2.46315116034635,26.98477736527955,8.03888336791061,11.71768988384248
2024-01-06,2.53810808064971,1.89555463394156,29.55071346555628,8.44214401322791,10.32533589423386
2024-01-07,2.61462363818314,5.63746648050907,24.54013590696404,8.8490832820228,9.56133297553391
2024-01-08,2.62283851038805,4.27269342396394,22.063259750584,7.87987327609082,9.32726963079405
2024-01-09,2.60879760256291,6.67668837495288,35.29411586098793,8.37288201782975,10.07096654335039
2024-01-10,2.658526999314,7.52475788246354,70.5937410668242,8.88122542439185,9.0253517631051
2024-01-11,2.60871354570791,0.55041918636269,35.59717633135145,8.710652389223,8.75740463443142
2024-01-12,2.58043298191322,0.0486727721343,75.7322536429489,8.64567989128699,8.98729522111635
2024-01-13,2.51631737605542,1.31348615657947,39.71294031058064,7.69457064573201,10.39209832860215
2024-01-14,2.64315134807019,2.89025428923041,37.91179390482075,8.680412682006,11.20994943499931
2024-01-15,2.69912611801816,8.46702816320393,55.11653543443068,8.39905328335724,8.56242804022744
2024-01-16,2.52850557759466,0.87454045741679,46.87639053634289,7.69203135871314,8.77384485046663
2024-01-17,2.53060361468073,4.44210152848429,52.03202263275238,7.74948032869186,8.66758851494199
2024-01-18,2.5412428010251,3.3351378831552,43.80331139291657,8.0051079794295,10.35959771747928
2024-01-19,2.68726981720779,5.08469380464307,55.92732941756503,7.90778821361384,8.92122063264238
2024-01-20,2.66040614295452,70.4886027112782,87.37042525462283,8.6739835405047,11.45088554939116
2024-01-21,2.6817970579107,6.49912587929341,41.821036609341,8.86633622121492,9.91780055016359
2024-01-22,2.6934040372015,1.9590043948382,44.49636083926133,7.6619943029657,10.0849812157164
2024-01-23,2.65561376442519,8.90789552408098,48.30852256918477,8.77367264111157,9.38029468737246
2024-01-24,2.67858843798565,1.08875329731393,79.19044217448382,7.64477774888117,11.00462679352831
2024-01-25,2.56239500325806,6.98822477861332,71.88207513065107,8.79932389849143,11.20392857708977
2024-01-26,2.59713450052867,2.19044869100724,85.29256777380365,8.43616368591165,10.59530467999117
2024-01-27,2.64161982414002,7.16285240459741,55.84684548892132,7.55518513620115,8.70390548952817
2024-01-28,2.67924010458654,5.47956011939068,50.82055691550337,8.80098604981407,10.71389485240156
2024-01-29,2.65523378161505,3.09125909493057,65.56731110807941,8.50073188204431,9.13044864220194
2024-01-30,2.55164576119211,6.31339471972268,53.88919484536306,8.45362157310732,11.48249938134877
2024-01-31,2.55340490106954,-0.25177960460303,34.78308698796095,8.0582735106819,10.41570230306417
2024-02-01,2.51375868822131,8.25984192198702,84.92360567174964,8.52004933562492,8.82121112953857
2024-02-02,2.54373817475072,7.07172661839292,28.31508825709167,7.94760949686364,10.47381641285979
2024-02-03,2.59518036923958,2.27486339529932,62.91108413168422,8.14547541757929,10.79988039866669
2024-02-04,2.52122972946155,2.00984534997741,29.02875214616478,7.8164630391329,10.7704071427254
2024-02-05,2.69434036400581,1.78448190890826,83.75736158713026,8.5320671785353,11.19950488644894
2024-02-06,50.0,4.13322871244471,36.60348225610846,8.50684021603154,9.50719731284307
2024-02-07,2.57621190075716,4.01634286899094,54.53746536803038,8.3988522234532,9.89686367758488
2024-02-08,2.6177176144441,0.01392848958734,45.50536859524307,8.67747135722496,8.9052656726702
2024-02-09,2.57731612038652,1.14263550519004,84.37634337819757,8.64692126196651,10.1806465791273
2024-02-10,2.59238019826985,1.1400850536834,36.14355355891042,6.277332313501471,9.65558081818363
2024-02-11,2.51937119134885,5.62504593599043,87.99013146295903,8.65750429757882,10.00973896562673
