date,waterLevel,rainfall,temperature,pHLevel,dissolvedOxygen
01-01-2023,1.79550773,2.297699804,31.00390618,7.478635368,4.899353401
02-01-2023,2.056692863,7.43514029,33.99306222,6.936565858,6.823905216
03-01-2023,1.997638364,6.255058043,31.67780183,7.965022543,6.120428628
04-01-2023,1.852657913,5.132216856,72.0117442,7.776572753,5.792310877
05-01-2023,1.739784753,3.834760825,42.80851762,7.215032461,4.455193671
06-01-2023,1.739778603,7.929884272,22.93330201,7.977767066,5.454990243
07-01-2023,1.714811321,4.100316349,84.89897885,7.558088564,5.494565857
08-01-2023,1.920874917,7.451135572,79.09744018,7.536489151,6.697076738
09-01-2023,1.853284328,4.469165778,82.08715526,7.720361229,5.751278455
10-01-2023,1.880558507,3.977860992,86.65373194,7.791064465,5.256691633
11-01-2023,1.705249046,4.655170307,30.82487695,7.618691254,7.030980977
12-01-2023,2.06187566,3.380885206,45.94445729,7.032186278,4.454393765
13-01-2023,1.912272873,6.906114103,70.56021635,7.265476932,5.382081574
14-01-2023,1.85733156,4.971491082,66.32940203,7.920172841,4.250023409
15-01-2023,1.746365367,2.834480292,29.46492163,7.139323329,6.326214759
16-01-2023,1.74676815,8.106639129,74.4766525,7.303105396,6.856277743
17-01-2023,1.777581772,4.032740649,34.26195888,7.36960534,4.958111055
18-01-2023,1.83381289,5.294067603,34.21959781,7.377739539,6.678566488
19-01-2023,1.916625155,8.161129677,55.51426076,7.570362937,4.994349236
20-01-2023,1.878631868,5.931480168,59.31991557,7.93681418,6.834541231
21-01-2023,1.965200282,1.923494522,58.44586213,7.15716891,6.368036663
22-01-2023,1.735570934,8.424673777,25.22110494,7.024866528,6.519597661
23-01-2023,1.774496885,5.958893619,78.66733866,7.109192244,4.178569503
24-01-2023,1.898917698,3.645754356,37.0608029,7.874486639,6.989360812
25-01-2023,1.923138896,2.100249374,27.80701465,7.606850002,6.286846201
26-01-2023,2.01199751,7.272798995,79.43486943,7.207356536,5.031634509
27-01-2023,1.750916814,5.898574772,83.98430188,7.795701102,6.592449128
28-01-2023,1.831129782,5.214342627,77.62467797,7.846120696,4.962525565
29-01-2023,1.959951934,8.061751406,74.04709308,7.829630916,6.721442673
30-01-2023,1.711844855,7.229917969,63.55645468,7.910008452,4.459926661
31-01-2023,1.96403711,2.19823155,56.4583012,7.169987532,6.218465783
01-02-2023,1.846041513,3.462604336,24.91509967,7.728096541,5.733577968
02-02-2023,1.716588156,2.963064205,46.77481849,7.401198842,4.412190049
03-02-2023,2.056199095,6.877175711,7034.857621,7.824618394,4.844634139
04-02-2023,2.060720649,1.264906234,36.6632573,13.27904121,4.161902008
05-02-2023,1.906141324,5.50212851,68.19256773,7.751856666,5.519584697
06-02-2023,1.882245718,7.023423617,52.71954999,7.61833964,5.021264151
07-02-2023,1.724906389,7.92644853,24.51114268,7.086945934,5.905113516
08-02-2023,1.984742917,3.702445815,33.97245773,7.49497988,5.009282478
09-02-2023,1.812238886,7.487932707,65.46159593,7.982983411,5.017259357
10-02-2023,1.832950323,1.873990722,24.17689845,7.930500754,6.335999766
11-02-2023,1.826270112,86.07333932,76.88207016,6.937922847,4.268224937
12-02-2023,1.708769073,2.007160432,52.66996384,7.072944445,6.811112611
13-02-2023,2.045516509,4.138569595,51.67988726,7.036218939,6.660485026
14-02-2023,1.765988895,7.29863339,59.28372936,7.6958377,6.111718933
15-02-2023,1.868943183,2.184347676,75.07830568,7.797741716,5.889834171
16-02-2023,1.884161991,2.811086022,42.65102614,7.126997617,6.779599932
17-02-2023,1.940418366,6.70579529,65.10509837,7.451496489,4.676357284
18-02-2023,1.839411121,6.688288639,57.46977355,7.823180361,4.359933258
19-02-2023,1.747137886,6.0650663,37.15792237,7.703409715,4.837542755
20-02-2023,1.94724408,6.482192711,78.74683907,7.491883298,6.488870379
21-02-2023,1.89765887,5.287523102,73.22496947,7.545285936,4.228144044
22-02-2023,1.93957223,2.989212565,63.77472476,7.454280207,5.858850334
23-02-2023,1.928180974,3.730998349,76.83955758,7.220278781,7.086426611
24-02-2023,1.961432994,2.434621963,77.97600567,7.517174412,6.670695879
25-02-2023,2.048906043,8.176759435,67.16868242,7.654662685,5.676300925
26-02-2023,1.823892976,5.608795179,75.91690633,7.859388437,4.314331705
27-02-2023,1.74997563,4.166726192,66.42805939,7.596283403,6.598336205
28-02-2023,1.711532959,4.649845849,65.24957248,7.734844906,5.906961062
01-03-2023,1.782959234,8.483538383,61.06557372,7.067679515,4.466925666
02-03-2023,1.799112709,2.211476085,70.18473149,7.402328797,4.404225422
03-03-2023,1.769194003,5.631215673,29.78514716,6.900358098,6.831139788
04-03-2023,2.023759127,4.996520563,78.89921163,7.16381354,6.115870782
05-03-2023,1.790972098,5.83048846,78.28535989,7.696372504,6.592128228
06-03-2023,1.7716383,1.143070452,20.98881525,7.990909046,6.739962228
07-03-2023,1.838387501,7.889778881,75.15553904,7.000087691,5.826022747
