date,waterLevel,rainfall,temperature,pHLevel,dissolvedOxygen
01-01-2022,1.72518962,4.361002172,63.94172074,7.063015941,7.393294614
02-01-2022,1.930098379,5.973318716,38.23164582,7.067087231,6.442970293
03-01-2022,1.858434039,7.865192645,57.6007187,6.76396259,6.514122822
04-01-2022,1.6845608,5.453841954,53.9262041,6.462897949,7.163248915
05-01-2022,1.772566149,6.286261028,73.57668609,6.265878723,7.919491882
06-01-2022,12,6.219680274,27.45048617,6.692755721,7.061451982
07-01-2022,1.95426013,0.017496601,48.92946883,6.632351348,6.556076822
08-01-2022,1.812681621,2.474468658,51.86960385,6.958416239,7.078555928
09-01-2022,1.616110532,5.378066298,48.13663036,6.516345866,7.14534314
10-01-2022,1.901383011,4.765725743,35.3308437,6.746096254,7.537574637
11-01-2022,1.778324173,3.485188476,49.43215141,7.126425744,7.872645168
12-01-2022,1.527142861,5.294264015,62.15213201,7.055665977,7.875851411
13-01-2022,65,3.316081937,18.50042069,6.318394326,8.493036716
14-01-2022,2.040837541,2.382840987,72.85967642,6.962519549,7.419358651
15-01-2022,2.034874107,-0.385368924,69.30872175,6.491383601,6.843927652
16-01-2022,1.684198603,2.767329569,27.45242255,6.673595317,7.456797477
17-01-2022,1.801701087,6.96173991,20.55355723,6.222478436,7.512560155
18-01-2022,1.904841012,2.286014914,27.06158001,6.926545683,7.577019103
19-01-2022,1.811011963,0.492416515,77.08728748,7.057753955,7.55655956
20-01-2022,1.539113106,5.089902501,77.90077943,6.427359698,7.258769395
21-01-2022,1.873538867,4.681241863,32.60221038,6.374391786,6.002194743
22-01-2022,1.875652825,2.638368523,48.5206217,6.730142055,6.144529316
23-01-2022,1.90511276,4.892768104,60.91051527,6.346178399,7.990623973
24-01-2022,1.764469855,2.609788924,40.72024123,6.404958396,6.975804579
25-01-2022,1.914325551,-0.316150027,21.08185717,10.15824313,6.054601884
26-01-2022,1.891390454,1.472770112,32.49223201,6.43843761,8.1979424
27-01-2022,1.582766365,5.889760343,22.25051639,6.855186943,6.895436076
28-01-2022,1.754979652,3.422324519,29.03508938,7.042745548,6.844556495
29-01-2022,1.67380925,7.616672366,55.91759184,6.542266721,8.184396047
30-01-2022,1.637561692,3.617056013,47.1395717,7.188759089,7.368859478
31-01-2022,1.527030683,3.17937927,59.26719758,6.842112545,7.505919633
01-02-2022,1.920087048,4.224179264,71.77101695,6.238692001,6.083158512
02-02-2022,1.884026571,2.833806732,81.33803373,6.536282024,6.678090715
03-02-2022,1.561007966,2.554025822,29.18600307,6.770854568,6.512942102
04-02-2022,1.69144543,2.541230661,83.99556393,7.095008374,7.903842128
05-02-2022,1.57234657,4.883875555,79.35487702,6.658386593,6.715181081
06-02-2022,1.564804045,6.328752409,47.70370737,6.485232776,8.374420614
07-02-2022,1.891534238,5.181717626,60.10121039,6.643314079,8.204734967
08-02-2022,1.767710271,66.088069,4158.187141,6.787401626,8.150988931
09-02-2022,1.628366711,2.745523622,28.59331728,6.349408774,8.29941161
10-02-2022,1.813949168,5.126165284,68.56477575,6.260878153,6.837232744
11-02-2022,1.595592852,0.449766543,28.91536668,6.340315181,6.164117689
12-02-2022,1.632949702,5.205116969,47.61657464,7.110523534,7.706329606
13-02-2022,1.841160213,2.457093036,54.61560384,7.191397749,7.056993837
14-02-2022,1.727051884,8.37742146,38.45792436,6.391782514,6.89739586
15-02-2022,1.674344511,7.16797435,61.1511506,6.829163866,7.196710837
16-02-2022,1.814367804,6.005293435,60.56846242,7.114757783,7.54056449
17-02-2022,1.842496305,1.595937589,29.21286344,6.584309801,6.902271024
18-02-2022,2.028457415,6.668043605,61.07011194,6.435916833,7.604010352
19-02-2022,1.859887212,-0.389779171,43.04728143,6.913109559,8.225014096
20-02-2022,1.665544632,5.718735827,34.63331196,6.664425521,6.021551306
21-02-2022,1.654262248,2.241719114,18.29047183,6.25152917,6.249884838
22-02-2022,2.128459973,7.039066928,52.15679961,6.678148253,7.31347844
23-02-2022,2.058301362,2.522643011,56.32047712,6.955627805,6.73744545
24-02-2022,1.756334218,3.67926462,4160.850781,7.057264863,7.987309135
25-02-2022,1.875049931,8.185163186,39.372834,6.286371528,6.118183668
26-02-2022,2.015879889,7.024772401,54.19781399,6.948143706,6.878513994
27-02-2022,1.527133414,2.821410688,55.41821259,6.390414745,6.434083236
28-02-2022,1.840021031,4.428511668,35.67548275,6.617789403,7.397724896
01-03-2022,1.785623778,3.529159156,68.95388762,6.560248476,8.228991494
02-03-2022,1.639566126,5.509899897,47.10982303,6.964609761,8.397995277
03-03-2022,1.730866817,4.563303526,42.49274987,6.251393241,8.386675967
04-03-2022,1.59821939,3.65157991,80.74785892,6.559023852,7.128584868
05-03-2022,1.794487342,6.399070273,43.68128791,6.493784109,8.356047373
06-03-2022,1.824075892,7.830833262,82.69471991,6.539556036,6.215309207
07-03-2022,1.953913235,68.86366775,29.07148471,6.541368313,6.693976997
08-03-2022,2.100520152,0.571730106,42.99973385,6.716625233,6.925797523
09-03-2022,1.587628033,8.401439368,22.79691347,6.58019809,7.094183922
10-03-2022,1.835690315,0.111693812,36.77038033,6.401540398,6.323495694
11-03-2022,1.725432461,0.455617509,57.11079215,6.94279578,8.171009237
12-03-2022,1.727735376,5.888072609,19.15080363,6.832354661,7.568505178
13-03-2022,1.535684561,1.594736834,58.59150299,6.361059296,7.219870539
14-03-2022,2.039517535,5.050669236,55.77749926,6.927394707,6.020999858
15-03-2022,1.831093919,-0.408548031,26.12574843,6.355017109,7.445853611
16-03-2022,1.883318411,2.334579782,31.41616741,6.868055224,6.157552278
17-03-2022,1.87171221,8.952262276,80.22452346,6.951986383,8.384229438
18-03-2022,1.658737748,9.47087294,31.25025379,7.155880314,7.236240426
19-03-2022,1.658857218,8.856590524,71.96302317,6.34837868,8.084667813
20-03-2022,1.783142866,8.988902239,49.63839507,6.615718268,6.687148728
21-03-2022,2.066455318,9.672062983,40.11402835,6.752524191,8.237505689
22-03-2022,1.886490809,9.480685412,27.1247318,6.310389359,6.790985256
23-03-2022,1.908332246,9.425100375,32.64055515,6.216148532,7.026710098
24-03-2022,1.802672419,9.499677014,28.35777034,6.201949103,7.545769495
25-03-2022,1.861836559,9.147468291,83.95396138,7.057973636,6.5014656
26-03-2022,2.124704007,9.762063965,61.93970318,6.967271447,7.70093381
27-03-2022,1.939262633,9.011380931,43.70694333,6.278890432,7.402080384
28-03-2022,2.045403828,8.839245364,68.71807847,6.36860506,8.096860093
29-03-2022,1.769725494,9.702100537,42.97460867,6.90592481,8.09305647
30-03-2022,1.649260946,8.915166334,49.6574047,6.312549451,6.028856378
31-03-2022,1.890400523,8.828187415,27.20747089,6.617082177,8.257256267
01-04-2022,1.91983467,8.975501778,29.05430112,6.364428386,8.378430376
02-04-2022,1.557378506,9.603704894,27.0317676,6.612424804,6.068547096
03-04-2022,1.88819397,9.665801142,84.54694653,7.002457899,7.457218092
04-04-2022,1.725812015,9.286733956,83.70843048,6.394405625,7.235678525
05-04-2022,1.571286553,9.042446637,75.39130201,6.547424499,6.974045355
06-04-2022,1.872592158,18.31852625,40.23570801,6.687173668,8.161260964
07-04-2022,2.081666949,16.84880256,72.2913934,6.925554233,7.855103447
08-04-2022,1.712101266,68.8325278,46.58546591,6.475796368,7.505212361
09-04-2022,1.792353086,18.89436219,70.98760474,6.612732349,7.631484594
10-04-2022,2.012431751,18.26099301,70.73450398,6.524053563,6.44382467
11-04-2022,1.809864177,10.62044281,28.88128603,7.060736924,6.188791486
12-04-2022,1.789940203,12.97970966,60.35306362,6.716147054,8.349821256
13-04-2022,1.903401504,16.84846445,21.29096104,6.451845227,6.735381592
14-04-2022,1.73557313,13.38412774,18.36516784,6.93225176,6.744571915
15-04-2022,1.893382671,10.42934892,62.14118577,7.155882426,7.203862078
16-04-2022,1.593082635,12.78124711,43.87755909,6.996240569,6.466107338
17-04-2022,1.543699852,10.54301375,48.9003746,7.045262613,7.245882144
18-04-2022,1.874347112,16.80968221,35.11163334,7.193253474,7.729979878
19-04-2022,12,11.85180279,33.05345008,6.461535764,7.909424813
20-04-2022,1.976542213,11.41590488,77.22806386,6.734109472,8.301418551
21-04-2022,1.905764125,16.74580469,24.80862496,6.666491814,7.929430675
22-04-2022,1.66218691,15.37361417,37.93992397,6.241019919,6.361588537
23-04-2022,1.928989918,18.43700746,24.57191456,7.062430303,7.400028125
24-04-2022,1.977806062,17.85438959,20.22363127,6.685205913,6.743469664
25-04-2022,1.883491175,12.76113545,34.2104195,6.775698738,7.145790466
26-04-2022,1.556374513,11.06215569,65.85379954,6.40719072,7.855192396
27-04-2022,1.603958488,18.70253833,33.5903733,7.003333964,7.706259762
28-04-2022,1.866713485,15.26300623,42.09305533,6.722226186,7.473382029
29-04-2022,1.886029417,13.83026529,65.94291259,6.935039564,6.293146668
30-04-2022,1.543702664,19.00090361,36.08423078,6.219889127,6.972714889
01-05-2022,1.804898597,16.11276839,133.4415127,6.681529259,7.492910199
02-05-2022,1.97470153,12.21779105,107.2222703,6.541311365,6.743094231
03-05-2022,1.564803555,13.11471422,130.715666,7.070810255,6.589808167
04-05-2022,1.601215477,18.89397197,93.15955143,6.953330402,7.324427121
05-05-2022,1.686889373,16.63980798,97.40287363,6.44817213,7.069481658
06-05-2022,1.78279297,17.58537204,100.1129309,6.592913934,7.302228036
07-05-2022,1.69259598,19.34404718,85.29387307,6.716934315,7.421274377
08-05-2022,1.649809161,17.03617154,126.8347443,6.855336734,8.310917794
09-05-2022,1.819875051,17.43525211,103.1137156,6.963818087,6.925387987
10-05-2022,1.915322468,16.69237272,117.7360913,7.73003749,8.120607242
11-05-2022,1.764977229,15.37061257,134.6180925,6.913972216,6.273464443
12-05-2022,1.634439221,13.5789339,129.3571045,6.625536606,6.637231281
13-05-2022,1.609095462,13.86946612,123.336582,6.842312434,7.001935695
14-05-2022,2.071122462,10.29748423,125.5091804,7.040205619,6.099666747
15-05-2022,2.279927481,15.77179975,98.97495702,6.808317002,8.225900858
16-05-2022,1.807141661,12.46072593,103.1516016,6.874532442,6.923632164
17-05-2022,2.255352629,17.43494376,112.4519737,10.68500149,8.270135556
18-05-2022,2.040628505,12.02176164,128.4665885,6.266593272,6.317809934
19-05-2022,1.881928172,12.86589285,112.5484842,6.950606386,7.54330382
20-05-2022,1.733292746,11.6061061,101.5385491,7.022568834,6.363604417
21-05-2022,1.834203884,12.44551943,109.7825524,6.819513884,7.320229144
22-05-2022,2.369176517,15.26852855,122.1767143,7.151295891,7.395921849
