date,waterLevel,rainfall,temperature,pHLevel,dissolvedOxygen
01-01-2023,1.698046155,4.556381111,55.28038936,8.77601879,11.44868385
02-01-2023,1.9513872,2.052586134,75.04604914,8.490861075,8.984126833
03-01-2023,1.806845867,3.546904104,50.01939859,7.668765714,10.91660842
04-01-2023,1.888400374,5.788897097,51.93103926,1.354659536,10.60994045
05-01-2023,1.963935856,-0.941021333,77.21280728,8.035582256,8.506509768
06-01-2023,1.695270202,-0.71304696,53.75877097,8.24312155,11.72389188
07-01-2023,1.886559095,1.22553329,58.91093172,7.542855791,10.57862076
08-01-2023,1.907096276,0.645987363,42.41769812,8.103649039,11.04825283
09-01-2023,1.871994006,4.466676301,40.41275462,7.633591714,9.644655336
10-01-2023,1.996317498,3.07317118,45.81438279,8.038883368,9.391485442
11-01-2023,1.871783864,5.527776551,47.54729026,8.442144013,11.60345237
12-01-2023,1.801082455,6.393700154,48.3529399,8.849083282,10.26053107
13-01-2023,1.64079344,-0.727466726,73.5669579,7.879873276,9.523652515
14-01-2023,1.95787837,-1.239776222,48.56941167,8.372882018,9.297899111
15-01-2023,2.097815295,0.051664813,77.23732403,8.881225424,10.01519258
16-01-2023,1.671263944,1.661628064,51.50924308,8.710652389,9.006700221
17-01-2023,1.676509037,7.355807703,45.29910033,8.645679891,8.748266008
18-01-2023,1.703107003,-0.396521849,76.40332459,7.694570646,8.969994799
19-01-2023,2.068174543,59.96456344,50.53815031,8.680412682,10.32492324
20-01-2023,2.001015357,2.115877628,4272.810547,8.399053283,11.11373821
21-01-2023,2.054492645,3.902266306,59.57379385,7.692031359,8.56021166
22-01-2023,2.083510093,5.357455036,68.23380673,7.749480329,8.764122548
23-01-2023,1.989034411,5.346475898,90.6931609,8.005107979,8.661638627
24-01-2023,2.046471095,0.710772908,64.79614307,7.907788214,10.2935765
25-01-2023,1.755987508,7.805956482,54.92597203,8.673983541,8.906266054
26-01-2023,1.842836251,-0.177799265,57.64894469,8.866336221,11.34612038
27-01-2023,1.95404956,5.845871616,69.42298569,7.661994303,9.867464436
28-01-2023,2.048100261,0.947089716,79.63005366,8.773672641,10.02870969
29-01-2023,1.988084454,6.024175613,89.20897698,7.644777749,9.349041622
30-01-2023,1.729114403,4.305445596,77.04089686,8.799323898,10.91570513
31-01-2023,1.733512253,1.86686455,59.44325494,8.436163686,11.10793111
01-02-2023,1.634396721,5.156834609,61.46141558,7.555185136,10.52091516
02-02-2023,1.709345437,-1.546553912,66.77799632,8.80098605,8.696666241
03-02-2023,1.837950923,7.144259647,58.65190134,8.500731882,10.63529504
04-02-2023,1.653074324,5.931131389,72.77353578,8.453621573,9.10806585
05-02-2023,2.08585091,1.033281572,53.00523578,8.058273511,11.37661183
