Date,Water_Level_m,Temperature_C,Rainfall_mm,pH,Dissolved_Oxygen_mg_L
2022-01-01,1.72518961969044,4.36100217190942,63.94172073781699,7.06301594059794,7.39329461439328
2022-01-02,1.93009837858451,5.97331871581767,38.23164581679992,7.06708723072833,6.44297029258099
2022-01-03,1.85843403891235,7.86519264477026,57.60071869510674,6.76396259020641,6.51412282228384
2022-01-04,1.68456079992391,5.4538419535293,53.92620409625115,6.46289794949338,7.16324891456681
2022-01-05,1.7725661494923,6.28626102767386,73.5766860947649,6.26587872263419,7.91949188184898
2022-01-06,1.863413139755445,6.2196802743597,27.4504861731386,6.6927557212455,7.0614519816183
2022-01-07,1.95426013001859,0.01749660087781,48.92946883366191,6.63235134822633,6.55607682226816
2022-01-08,1.81268162095648,2.4744686579281,51.86960384700387,6.95841623941719,7.07855592761806
2022-01-09,1.61611053176816,5.37806629793815,48.13663036185491,6.51634586616434,7.14534314005559
2022-01-10,1.90138301082572,4.76572574308629,35.330843697088,6.74609625440413,7.53757463701386
2022-01-11,1.77832417286603,3.4851884762036,49.43215141068663,7.12642574413246,7.87264516839258
2022-01-12,1.52714286139657,5.29426401516292,62.15213201448746,7.05566597731689,7.87585141064655
2022-01-13,1.78399020096951,3.31608193688208,18.50042068836595,6.31839432553672,8.49303671563887
2022-01-14,2.04083754054245,2.38284098676267,72.85967641680573,6.96251954877704,7.41935865091193
2022-01-15,2.03487410738962,-0.38536892426382,69.30872175440075,6.49138360079394,6.84392765207509
2022-01-16,1.68419860331307,2.76732956876044,27.45242255470105,6.67359531676868,7.4567974770344
2022-01-17,1.80170108677777,6.96173990982187,20.55355723428852,6.22247843567593,7.51256015470945
2022-01-18,1.90484101161541,2.2860149143534,27.06158001080207,6.92654568264134,7.57701910262388
2022-01-19,1.81101196261743,0.49241651503753,77.08728748370339,7.05775395511094,7.55655955986346
2022-01-20,1.5391131061276,5.08990250097428,77.90077942909683,6.42735969800811,7.25876939531041
2022-01-21,1.87353886702363,4.68124186253267,32.60221037816718,6.37439178647949,6.00219474279455
2022-01-22,1.8756528254738,2.63836852268566,48.52062169997831,6.7301420554044,6.14452931605537
2022-01-23,1.90511275977163,4.89276810388595,60.91051527473197,6.34617839904557,7.99062397319944
2022-01-24,1.76446985507133,2.60978892380148,40.72024122920787,6.40495839620751,6.97580457922468
