date,waterLevel,rainfall,temperature,pHLevel,dissolvedOxygen
01-01-2022,2.024724071,1.97492374,21.49860586,6.729486442,8.390133557
02-01-2022,2.370428584,7.150715074,67.02023042,2.8,8.971786528
03-01-2022,2.239196365,6.648155778,56.56380545,6.742369741,7.740900248
04-01-2022,2.159195091,0.262120213,46.61457973,7.513459816,8.986730388
05-01-2022,1.893611184,-0.875748292,35.11813389,6.955162837,9.75867502
06-01-2022,1.893596712,-0.592997988,71.40403786,6.57519548,7.608959208
07-01-2022,1.834850167,-1.336003569,37.47115752,7.759833419,9.708413656
08-01-2022,2.319705687,-0.650013353,67.16196076,7.64892165,8.419611991
09-01-2022,2.160669007,4.647060961,40.7394436,7.706077968,9.467902798
10-01-2022,2.224843547,-0.859302164,36.38611006,7.793380169,9.268191194
11-01-2022,1.812350697,1.370780673,42.387585,6.726063824,8.78145675
12-01-2022,2.381945911,6.103877799,31.09645119,7.015114625,9.168895213
13-01-2022,2.299465584,-1.290552578,62.33265661,7.485710018,9.485445169
14-01-2022,1.927403466,5.830216343,45.19042731,7.404826803,8.413357127
15-01-2022,1.90909498,1.036692973,26.25488866,6.700064678,8.239094945
16-01-2022,1.910042706,-0.436516551,72.97022013,7.560583062,9.008761051
17-01-2022,1.982545346,4.770634488,36.8723855,6.791772743,9.325731829
18-01-2022,2.114853859,4.160485621,48.04870028,6.790962899,9.222764405
19-01-2022,2.059167011,6.397248122,73.45304777,7.19806675,9.303058846
20-01-2022,1.974737484,5.115639394,53.69665971,7.270821915,8.484418291
21-01-2022,2.167111737,5.731328373,18.18286285,7.25411207,9.348305329
22-01-2022,1.883696316,1.038311153,75.78824865,6.618932889,7.771672465
23-01-2022,1.975286789,0.096955894,53.93956371,7.640699121,8.730545361
24-01-2022,2.019817106,5.255532765,33.44339303,6.845280055,7.513014573
25-01-2022,2.073641991,5.761512653,19.74904509,6.668369398,8.233563976
26-01-2022,2.271105577,7.414546278,65.58176325,7.655372504,8.328203069
27-01-2022,17,2.213559092,53.40509291,7.742346948,8.395350283
28-01-2022,2.108540663,1.848162772,47.34227644,7.620765902,9.071755887
29-01-2022,2.155448741,5.487716647,72.57248081,7.552370897,8.378141309
30-01-2022,1.827870248,1.567231862,65.20180479,7.351814575,8.514047587
31-01-2022,2.164526911,6.87681593,20.61724158,7.216114582,8.036849736
01-02-2022,1.902314474,6.225714767,31.82054475,6.613082788,8.343549049
02-02-2022,1.839030956,2.360946246,10,7.030989177,8.013629358
03-02-2022,2.369331322,5.25783961,62.07624048,6.984495072,7.665422788
