Date,Water Level (m),Temperature (°C),Rainfall (mm),pH Level,Dissolved Oxygen (mg/L)
2022-01-01,2.02472407130842,1.97492374020697,21.49860585516951,6.72948644160716,8.3901335567784
2022-01-02,2.37042858384595,7.15071507441523,67.02023041619674,2.8,8.97178652811377
2022-01-03,2.23919636508684,6.64815577760457,56.563805448734,6.74236974078753,7.74090024849606
2022-01-04,2.15919509051822,0.26212021310367,46.61457973383835,7.51345981563678,8.98673038840286
2022-01-05,1.89361118426546,-0.87574829212351,35.11813388864518,6.95516283691675,9.75867502024171
2022-01-06,1.89359671220172,-0.59299798760316,71.40403785691758,6.57519547953242,7.60895920782486
2022-01-07,1.83485016730092,-1.33600356913605,37.47115751958448,7.75983341918306,9.70841365634018
2022-01-08,2.31970568746496,-0.65001335319664,67.1619607630104,7.64892165045245,8.41961199123369
2022-01-09,2.16066900704592,4.64706096074721,40.73944359991529,7.70607796815378,9.4679027977622
2022-01-10,2.22484354667763,-0.85930216385794,36.38611005974353,7.79338016944037,9.2681911939717
2022-01-11,1.81235069657748,1.37078067264385,42.38758499687245,6.72606382398533,8.78145674982987
2022-01-12,2.3819459112972,6.10387779872509,31.09645119148995,7.01511462457346,9.168895212908
2022-01-13,2.29946558448025,-1.29055257837757,62.33265661233759,7.48571001841532,9.48544516854105
2022-01-14,1.92740346640697,5.83021634330042,45.19042730647354,7.40482680346993,8.41335712693133
2022-01-15,1.90909498032426,1.0366929729606,26.25488866027721,6.70006467824181,8.23909494513292
2022-01-16,1.91004270591206,-0.43651655140509,72.9702201292198,7.5605830624878,9.0087610513737
2022-01-17,1.98254534577572,4.77063448827736,36.8723854961248,6.79177274338766,9.32573182878724
2022-01-18,2.11485385897934,4.16048562101896,48.0487002779792,6.79096289926941,9.22276440459515
2022-01-19,2.05916701118527,6.39724812174348,73.45304776751829,7.19806674976144,9.30305884642051
2022-01-20,1.97473748411883,5.11563939423497,53.69665971397944,7.27082191529421,8.48441829147723
2022-01-21,2.16711173683343,5.73132837346364,18.18286284958548,7.25411207018915,9.34830532855555
2022-01-22,1.88369631639122,1.03831115314176,75.78824865294325,6.61893288861708,7.77167246513758
2022-01-23,1.97528678912113,0.09695589401751,53.93956371499925,7.6406991214195,8.73054536139152
2022-01-24,2.01981710597622,5.25553276476772,33.44339302599603,6.84528005536532,7.51301457272576
2022-01-25,2.07364199053022,5.76151265340538,19.74904508643711,6.66836939766765,8.23356397557461
2022-01-26,2.27110557683581,7.41454627800606,65.58176324892071,7.65537250382967,8.32820306880936
2022-01-27,17.0,2.21355909220284,53.40509291499595,7.74234694769868,8.39535028303692
2022-01-28,2.10854066304817,1.84816277213505,47.34227643834251,7.62076590244508,9.07175588711909
2022-01-29,2.15544874131723,5.48771664667797,72.57248081356704,7.55237089714234,8.37814130887098
2022-01-30,1.827870247632,1.56723186227716,65.20180478571714,7.35181457483073,8.51404758712692
2022-01-31,2.16452691114086,6.87681593043208,20.61724158129258,7.21611458179188,8.03684973577598
2022-02-01,1.90231447421238,6.22571476658711,31.82054474568838,6.61308278788483,8.34354904908231
2022-02-02,1.83903095579117,2.36094624637516,10.0,7.03098917699191,8.01362935761472
2022-02-03,2.369331322352,5.25783961012348,62.07624048008739,6.98449507211601,7.66542278771668
2022-02-04,2.37937921984474,5.29088586676214,12.34727043150456,6.83767991888842,8.86379382104192
2022-02-05,2.28503840886988,-0.57188518047661,49.89227794099216,7.44044614779516,9.01016092473434
2022-02-06,1.98276826150402,6.6229761601161,63.37210800184835,7.1446384556024,8.90004818198173
2022-02-07,1.85860326840383,3.04727135203071,71.37359457332246,6.60536008067994,8.54749653898929
2022-02-08,2.21053981590729,5.93811719496967,33.94572241011352,6.78623816253476,8.35831586320506
2022-02-09,2.06409149624376,1.38044640927551,67.48801132704091,11.0,9.45113404803232
2022-02-10,1.87322294090687,6.5597090564658,17.7442215868645,6.59897011733739,8.67312483440785
2022-02-11,2.09710614606676,2.00281510860747,69.25166042141628,7.6065689882634,8.58295104344319
2022-02-12,1.82063311266913,-1.40246113667731,18.92420636323877,7.14369048511817,7.55795106872254
2022-02-13,2.34559224124727,6.64843778777337,37.81011033922571,7.12476255052464,8.27122009043511
2022-02-14,1.95526798896001,-0.6784199089248,65.81067560456876,7.27013012005737,8.35924209845604
2022-02-15,2.19751337061239,1.37382273831373,20.49421991441417,7.57208525570269,8.401339484827
2022-02-16,1.98702664565365,7.05055770345724,26.0475976662849,6.95215197027285,8.81118955445377
2022-02-17,2.11204081270669,7.05546432243801,60.55767978751464,7.38142099832678,8.70594175560275
2022-02-18,2.12802616760597,3.66094099310958,60.4025575582252,7.23545155319453,8.87386550971318
2022-02-19,1.91091267331532,4.18653490952819,54.88033430197081,6.84713675122025,9.22863617108521
2022-02-20,2.38175077665874,2.53600969780488,58.576391112697,7.6422189822617,9.33734776949837
2022-02-21,2.26507969401667,1.13889694528258,47.99071103433173,7.53665382808901,9.12295815227188
2022-02-22,2.36369936493851,1.45798090832924,27.6259341234867,7.35598738505595,9.65948355285815
2022-02-23,2.33689641025659,4.55266610469335,34.19871954527436,7.60575624782251,7.54120563684858
2022-02-24,2.15873998728665,5.27137076493912,22.7118401760998,7.62748246124774,7.94245824764481
2022-02-25,2.35312454101387,5.62421139353264,73.59153929335397,7.42087186972954,7.5170920974506
2022-02-26,1.85309550123115,5.60656328515098,50.83742563362843,7.58811732687277,8.9632928539894
2022-02-27,1.91758971745149,-0.67914507256179,-8.0,7.40671290017007,9.52954904062697
2022-02-28,1.82713637334632,2.94978274232323,42.34040625508928,7.38418300328839,8.05026999026244
2022-03-01,1.99519819845796,-0.9819711598502,76.30983377282708,7.30419479167974,9.59509807123965
2022-03-02,2.03320637381369,3.44575994091362,20.73459821812561,7.47853163142493,7.63620430205441
2022-03-03,1.96280941906434,2.47377451236039,51.0360882411758,6.706186636881,9.61182542058046
2022-03-04,2.29724250549116,6.4893376448247,45.41220752191262,7.64513198695861,8.29466727316157
2022-03-05,2.01405199601615,1.65823511296871,52.80179648042535,7.6333965860688,7.72921107229523
2022-03-06,1.96856070581243,-0.44639685215155,11.26771286745884,6.53802146794493,8.5980701757611
2022-03-07,2.12561764989495,-0.21307486152448,71.0486736260906,7.57356177573419,8.08031504304835
2022-03-08,1.88455453498486,5.35359568545725,75.24827977385287,6.66753082771548,8.14381275843394
2022-03-09,2.28131818845242,4.06396256984635,49.55932285124462,6.93565451053688,8.19447532073341
2022-03-10,1.84473038620786,-0.58989591489489,58.76555767138245,7.46656073317909,9.31483852910182
2022-03-11,2.39213216196031,-0.74303874496502,74.5749566824107,6.7089878648628,8.71850448528608
2022-03-12,2.26334686157799,4.80872218313208,59.5067044019379,7.56335713135478,8.20355540009257
2022-03-13,1.9192294089205,-0.84513294272226,20.6777330039983,7.58177443134506,8.87935435028268
2022-03-14,1.80331327027416,5.89674053361321,50.34018521167692,7.15970805388909,9.11850052374442
2022-03-15,2.2892768570729,4.85618004440847,520.0,6.50830163323188,8.11613024165778
2022-03-16,2.22411440630857,-0.7678609742229,39.68914699116702,6.87314957312739,8.4346209694473
2022-03-17,2.23740430082459,7.42725657112779,61.5510964937306,7.30200499388846,7.7754625709415
2022-03-18,2.26276220801157,8.77995936775176,75.40569103383103,7.77554203143565,7.90939752994838
2022-03-19,1.84442679104045,7.86140619363418,74.78979590347434,7.32135758512167,9.03932634996086
2022-03-20,2.01507943712656,7.85596322060034,41.55875599828924,6.83774465538341,7.91005066579212
2022-03-21,1.86952143571508,8.51919935088625,17.92666320885287,7.3242074140295,8.68686924708756
2022-03-22,2.31786205552536,8.72087286607579,78.93888392736342,7.20198099363061,9.1024445514927
2022-03-23,2.17397887609653,8.77900159573431,68.72286605121539,7.51379901369649,7.74154184619412
2022-03-24,1.99853881491159,8.43006727788841,18.72638768422868,6.63907483047505,8.78212561636132
2022-03-25,1.83813501017161,7.86438937829637,74.45893178321606,7.48933627325264,8.07983189116508
2022-03-26,1.9865893930294,7.425251075048,70.89274534434898,7.20364655227894,9.67621473803693
2022-03-27,1.99510999321605,8.46572037389116,46.31866399882504,7.75188960501669,8.59281316158703
2022-03-28,2.23776370700284,8.13760637460371,51.38928050214505,6.94443381585029,9.32154316249186
2022-03-29,2.18253448281313,7.93633301387046,37.93018927090912,7.32240846107413,8.74351198527315
2022-03-30,2.3323276455458,8.6595315776421,13.8333147175422,7.71163653716302,7.59811232425189
2022-03-31,2.08332895509717,7.46679622345923,33.46380691521307,6.63326264638788,8.93092210884249
2022-04-01,1.87175654756298,8.03893765643629,66.19974140186079,7.71839703340739,9.65017155338704
2022-04-02,2.2279468723338,7.31703046715113,10.3242416103222,7.39425143899106,8.85964271353071
2022-04-03,2.25647102917014,8.00299096299119,33.3449420183801,6.58818817683672,9.35136682230454
2022-04-04,2.1367663185417,7.38445491352276,37.87180855136603,6.89125263703086,9.4983066071674
2022-04-05,2.26258030797274,7.47822687440211,47.6176922056546,7.42062371523887,8.01546028460459
2022-04-06,2.09627735781863,-2.0,74.38989314889324,6.5875557819094,7.97922133819259
2022-04-07,2.1136396976292,14.51828756798654,34.24421960561729,7.25682159822916,8.88081703480324
2022-04-08,2.05652461101513,15.3413814737561,34.28672413273594,6.94964797403884,8.42892434176315
2022-04-09,1.81525147604646,13.95863450332586,61.62508736768238,7.30719017309772,9.39808654447879
2022-04-10,1.86473485619598,17.17846666203361,41.6552558622865,6.55946464395627,9.5340522588795
2022-04-11,1.81885751141204,12.18639992595148,25.72233760579874,7.63299784799809,8.29873231722414
2022-04-12,2.18184624675827,11.42855273339582,41.67076612928854,7.76553565993062,8.03532746328233
2022-04-13,1.9886135886458,16.38309258961041,19.85999142658599,7.7595412118714,9.26398766445113
2022-04-14,2.10514241469882,10.90056462741535,22.34708905543563,7.4745473812658,8.12106164033879
2022-04-15,2.34453988435566,17.1873915852452,44.88574409176358,6.66911211216982,9.35910835984091
2022-04-16,1.94957533748932,9.10331303486344,39.32478146531836,7.48574215470773,8.4576484532462
2022-04-17,2.04622975382138,17.24397002701493,74.039213074767,6.53196299139644,9.00866277239872
2022-04-18,2.25333068312583,9.3668592515799,35.36757293816432,6.5287606169877,7.71590980926635
2022-04-19,1.93727889929497,16.5747164664336,50.64118451946304,6.9206932848944,8.90992207376906
2022-04-20,1.84618794589728,13.48545942723355,54.25850015436713,7.13523614752606,8.52099495394614
2022-04-21,1.97385087174826,17.44020076701406,10.91661196118335,7.50152964315013,8.82573512677657
2022-04-22,1.8967327723524,65.0,56.44761604116974,7.38828398958846,7.87971210950339
2022-04-23,2.35781859140554,13.70776141741123,22.4625176808826,7.07967351828977,9.16533466357385
2022-04-24,2.28487222773865,17.23907155276234,77.27492222286186,6.85571466616617,9.4499213952477
2022-04-25,14.0,13.44633167544626,20.4063909427179,7.79626185020502,7.98983194820515
2022-04-26,2.32287635411263,14.34988842414973,39.02368866089166,7.05403569290676,7.71631489547556
