Date,Water Level (m),Temperature (°C),Rainfall (mm),pH Level,Dissolved Oxygen (mg/L)
2024-01-01,2.51862165733437,2.92839957837819,47.06500735389625,7.29413391854206,5.87183266045823
2024-01-02,2.69433118399796,1.1070876385883,54.4543878021668,7.19624312309122,5.98198713276452
2024-01-03,2.59677199609273,0.59237659920177,43.67425812536644,6.83011578497119,8.4230030374799
2024-01-04,2.54850454029961,3.23359748959996,78.83610922725855,7.45496628505613,7.64359225111561
2024-01-05,2.60622476596145,2.3988674258184,30.45308045465754,7.2029995969583,5.74731894360839
2024-01-06,2.55710884709296,1.28719375355608,22.73560471755162,7.18742745537639,8.07600836174326
2024-01-07,2.67252607541033,4.02217910356258,48.63089399632161,6.98779938945142,5.68234338149374
2024-01-08,2.50822003069217,4.37535923389885,86.15257858866846,6.58621685002121,8.20854473741905
2024-01-09,2.52166954679014,0.42381205531916,35.0234387497189,7.11199500402061,6.67683057954362
2024-01-10,2.65343200908574,4.82874606231966,44.51323086919357,6.74966599524052,6.05016356005271
2024-01-11,2.51028574177678,5.0177706489492,83.13422551355228,6.55056242654558,6.13137665310655
2024-01-12,2.65514330772879,7.23418297696035,62.85238660323009,7.39717257122786,5.50449749889692
2024-01-13,2.50182778852338,6.74220181988569,72.96720537014444,7.13686444355825,6.71549285960958
2024-01-14,2.62366242269137,-0.99325308060375,61.96373902539553,6.56601894565846,7.358994147501
2024-01-15,2.66374186654769,2.80317001358426,84.23816340832109,7.30406541636484,6.3665596413073
2024-01-16,2.6797171445963,-0.28474893973686,39.72965549919306,6.85700864939968,7.3967773125979
2024-01-17,2.69712231635103,2.98910404867127,65.89282446635418,7.21733717942997,5.83950082754775
2024-01-18,2.59934898448735,7.85499912327651,57.19935402235534,6.73216569277227,5.81925635766351
2024-01-19,2.57046378515408,3.5429836678136,54.1607085195959,6.56997322230244,8.21564599212223
2024-01-20,2.67341699889441,6.13303109953657,28.9253981898229,6.80885395218377,5.95802280022098
2024-01-21,2.57937634914475,0.97886118627234,44.86710745777068,7.30346385599838,5.28848496650688
2024-01-22,2.62873144383534,6.61087159560048,49.10764653146835,6.5206152047683,6.71553878083264
2024-01-23,2.50409066263312,2.20244170033956,27.91422214139235,7.29503601066869,6.78671190674148
2024-01-24,0.0,0.71973715392177,21.21557246432438,7.16114404522412,5.28905278568165
2024-01-25,2.58592266040383,1.63795924082266,75.518738259989,6.7158678928993,5.91047107334167
2024-01-26,2.61170930450062,7.21723687893902,34.1248152277134,7.35693040965132,7.07605455677625
2024-01-27,2.65582225803008,6.02520667589623,28.93004675232234,6.52671574738148,5.47616674269984
2024-01-28,2.58051142471035,6.36662906072286,26.08318962188162,6.6270573017087,7.50864791371074
2024-01-29,2.68159898358218,52.902605040905875,40.69735961209561,7.25411244645202,5.13909835962716
2024-01-30,2.62999392219732,7.87758953306541,77.82710572328864,7.35385963490378,6.54168327637508
2024-01-31,2.64545444543014,0.66534358290196,48.80437153615291,6.82991142241284,7.03592844626127
2024-02-01,2.65591220799696,3.6816316576306,40.3870104014034,6.77914402949146,5.11315956758312
2024-02-02,2.57014548953515,0.6781768465706,38.4989095403337,7.00795444700491,7.98913073401066
2024-02-03,2.50393198405998,0.38789299400835,40.93031364094232,6.91956306052878,7.80820858503507
2024-02-04,2.57171171390589,-0.06707057992414,63.24206786455453,7.36224620036438,6.3635666105974
2024-02-05,2.56064509026976,6.90622643473678,51.2705961630141,6.77850552747716,5.92304685387934
2024-02-06,2.68381239843626,0.07818310889005,71.98598788246488,7.17787029973694,7.96113548769183
2024-02-07,2.55067938598481,3.61126262976239,34.49982815415058,2.367206093525689,7.03216569829117
2024-02-08,2.54823095424505,5.67962641835109,61.21734970630695,6.54875852303268,8.37611641111175
2024-02-09,2.68198462945603,4.13488603868205,55.94226708582819,7.10194375593262,8.1617809775104
2024-02-10,2.65536307009513,6.47350019342032,43.90743446093808,7.08261947913808,5.04572185811199
2024-02-11,2.58595317539413,6.44042812591486,21.21353319039692,7.08729000694225,8.38109359190861
2024-02-12,2.68435807155165,2.95215852839646,61.66372621007596,6.78163798524672,5.43333358155196
2024-02-13,2.64153993574402,2.01984831093154,85.90428719225088,7.26397898539344,6.55062561981635
