date,waterLevel,rainfall,temperature,pHLevel,dissolvedOxygen
01-01-2023,1.787270059,1.945195587,40.2132899,7.008405998,7.543374546
02-01-2023,2.075357153,7.523548469,73.72873601,7.760236019,8.087177852
03-01-2023,1.965996971,6.981901227,65.25986103,6.835573463,9.218255
04-01-2023,1.899329242,0.099174007,59.15327124,7.353757664,7.809867935
05-01-2023,1.67800932,-1.127195382,50.94152421,6.922747083,8.709800897
06-01-2023,1.67799726,-0.822453387,75.86002704,7.505515063,7.986356231
07-01-2023,1.629041806,-1.623248291,50.62225537,6.670135759,7.527392951
08-01-2023,2.033088073,-0.883903281,69.82997197,7.760767359,8.045115294
09-01-2023,1.900557506,4.825165702,50.95674543,7.089926404,9.705474686
10-01-2023,1.954036289,-1.10947011,51.84722147,6.806865602,9.311473873
11-01-2023,1.610292247,1.294063614,56.13398928,6.595545772,9.668643216
12-01-2023,2.084954926,6.395290516,46.06889371,6.720685277,8.602550139
13-01-2023,2.01622132,-1.574262223,67.38046901,7.175706133,7.748003809
14-01-2023,1.706169555,6.100344281,57.1360195,6.938104129,8.738388445
15-01-2023,1.690912484,0.933991315,44.61063476,7.577548376,8.526892776
16-01-2023,1.691702255,-0.653801172,73.97872866,7.060153781,9.408247007
17-01-2023,1.752121121,4.958350504,50.19456107,6.823328554,7.721666633
18-01-2023,1.862378216,4.300745614,59.17764306,7.302288483,8.60342497
19-01-2023,1.815972509,6.711478531,76.32360555,7.418810382,7.839109982
20-01-2023,1.74561457,5.330189125,63.2118998,6.71715448,8.233767595
21-01-2023,1.905926447,5.993765025,37.84490204,6.717904981,9.166426995
22-01-2023,1.66974693,0.935735354,79.99160618,6.547672855,8.575800972
23-01-2023,1.746072324,-0.078836425,62.38540265,7.45732262,8.349507524
24-01-2023,70,5.480963091,47.74528073,7.362945886,8.39151639
25-01-2023,1.828034992,6.026296971,35.96360363,7.117020138,8.538349697
26-01-2023,1.992587981,7.807899877,68.70125946,7.597421584,9.274137389
27-01-2023,1.699836891,2.202391466,64.0036378,7.547371199,9.516111397
28-01-2023,1.857117219,1.808575432,59.6730546,7.260960674,9.659056391
29-01-2023,1.896207284,5.731205719,74.69462915,7.628752665,9.278401653
30-01-2023,1.623225206,1.50579434,68.42986056,6.767593573,8.212819584
31-01-2023,40,7.228346058,39.58374399,4.309141644,9.055184436
01-02-2023,1.685262062,6.526603693,46.58610339,6.850674495,8.48898306
02-02-2023,1.632525796,2.361242066,45.42445699,6.574212913,8.075555606
03-02-2023,2.074442769,5.483449358,68.19731463,7.190520386,9.40036977
04-02-2023,2.082816017,5.519065879,32.67662174,7.7175874,7.586843549
05-02-2023,2.004198674,-0.799698472,58.49448424,6.551146603,9.537982102
06-02-2023,1.752306885,6.954763195,67.12293429,6.658742888,8.54293907
07-02-2023,1.648836057,3.100948013,76.83828184,7.087858737,8.940075338
08-02-2023,1.942116513,6.216637421,48.10408744,7.714037523,8.990139864
09-02-2023,1.820076247,59.25174001,74.06286523,6.911002936,9.522966094
10-02-2023,1.661019117,6.886575316,37.53158685,7.159405251,8.938873482
11-02-2023,1.847588455,1.975256284,72.32261459,6.554044717,8.887489902
12-02-2023,1.617194261,-1.694874781,38.37443312,6.692846161,7.650633612
13-02-2023,2.054660201,6.982205171,52.86436453,7.78261916,8.67160213
14-02-2023,1.729389991,-0.914519235,72.86476829,7.754654305,7.839381942
15-02-2023,1.931261142,1.297342285,36.49587137,6.506421975,9.166600317
16-02-2023,1.755855538,7.41560108,42.46256976,7.737355321,8.657621541
17-02-2023,1.860034011,7.420889325,67.11262842,7.330855919,9.037314781
18-02-2023,1.87335514,3.762347515,68.00182683,7.628293783,7.594180755
19-02-2023,1.692427228,4.328820958,62.05738164,7.091161812,7.691629956
20-02-2023,2.084792314,2.549921563,65.69742222,7.170274837,9.118890857
21-02-2023,1.987566412,1.044144485,56.13622217,7.135500554,7.662910599
22-02-2023,2.069749471,1.38804609,44.58995295,7.366923535,7.661040205
23-02-2023,2.047413675,4.723429024,49.28479968,6.681546631,7.527365154
24-02-2023,1.898949989,5.498032936,38.07988584,12.79303821,9.66169316
25-02-2023,2.060937118,5.878316724,75.42252807,6.900308924,9.166768892
26-02-2023,1.644246251,5.859295985,58.16958974,7.416084992,8.298348183
27-02-2023,1.697991431,59.11089943,50.04257084,6.762409488,8.170170414
28-02-2023,1.622613644,2.995876956,52.10029018,7.375462163,8.290329299
01-03-2023,1.762665165,-1.241680028,76.36416698,7.76088566,9.25071698
02-03-2023,1.794338645,3.530430159,40.66757016,6.622070931,8.994697581
03-03-2023,1.735674516,2.482845863,61.3114916,7.374382754,7.918541983
04-03-2023,2.014368755,6.810730573,54.29443394,7.076875285,7.893487098
05-03-2023,1.778376663,1.603875622,59.57271177,7.628584931,7.722374168
06-03-2023,1.740467255,-0.664449941,31.90550919,6.730294726,8.992284147
07-03-2023,1.871348042,-0.412980684,75.60619545,7.400413738,9.227482217
08-03-2023,1.670462112,5.586653128,77.60591412,7.589549877,8.099004928
09-03-2023,2.00109849,4.196715214,60.25665918,7.727998485,7.547335612
10-03-2023,1.637275322,-0.819110042,65.83254119,7.388222437,7.685707968
